! note: initial lines of file can contain comments
!
            52 -- model for mesa/star, with angular velocities (omega), with convection velocities (conv_vel). cgs units. lnd=ln(density), lnT=ln(temperature), lnR=ln(radius), L=luminosity, dq=fraction of total mstar in cell; remaining cols are mass fractions.

                          M/Msun      5.3506842667144049D+01
                    model_number                            2908
                        star_age      5.0480109868242461D+06
                       initial_z      2.1789999999999999D-03
                        n_shells                            2375
                        net_name   'basic2.net'
                         species                              10

                lnd                        lnT                        lnR                          L                         dq                      omega                   conv_vel                   h1                         he3                        he4                        c12                        n14                        o16                        ne20                       mg24                       ca40                       fe56     
 1358    -1.2587268435058986D+00     1.7067858515172343D+01     2.5902113310816949D+01     4.0490188857578246D+39     5.6583471181409663D-04     7.1110156554731425D-06     1.1098407827695309D+05     6.6689580116059810D-01     1.4374422193565232D-07     3.3093772966561862D-01     1.1236901679661237D-05     5.8230998245165643D-04     7.6565638018080459D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478194D-04 
 1359    -1.2533931266978539D+00     1.7069803993663796D+01     2.5899081062146227D+01     4.0509539637361360D+39     4.2437603386122475D-04     7.1110158203870641D-06     1.1106873798188028D+05     6.6689580105086871D-01     1.4374421474278983D-07     3.3093772977531377D-01     1.1236901124769411D-05     5.8230998345761024D-04     7.6565637977099880D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478194D-04 
 1360    -1.2480642435399724D+00     1.7071752456709159D+01     2.5896800871976988D+01     4.0524079851522056D+39     5.6583471181404112D-04     7.1110159444073115D-06     1.1113220275896813D+05     6.6689580094089686D-01     1.4374420754217871D-07     3.3093772988525178D-01     1.1236900569291510D-05     5.8230998446506250D-04     7.6565637936026194D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478194D-04 
 1361    -1.2427074417092656D+00     1.7073706199889205D+01     2.5893752513246175D+01     4.0543503896119359D+39     4.2437603386122475D-04     7.1110161102265552D-06     1.1121692848131716D+05     6.6689580083059869D-01     1.4374420033109956D-07     3.3093772999551585D-01     1.1236900013028769D-05     5.8230998547452434D-04     7.6565637894827496D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478194D-04 
 1362    -1.2384786671323828D+00     1.7075249480946483D+01     2.5891460164314863D+01     4.0558099089989827D+39     3.5642748740123542D-04     7.1110162349376802D-06     1.1128038186308220D+05     6.6689580074343215D-01     1.4374419463874028D-07     3.3093773008265565D-01     1.1236899573937799D-05     5.8230998627170151D-04     7.6565637862266999D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478194D-04 
 1363    -1.2330837571184114D+00     1.7077224408220692D+01     2.5889530796708366D+01     4.0570375534123828D+39     6.4156947732221274D-04     7.1110163399141939D-06     1.1133401834930602D+05     6.6689580063180873D-01     1.4374418735614509D-07     3.3093773019424475D-01     1.1236899012203618D-05     5.8230998729191716D-04     7.6565637820568817D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478194D-04 
 1364    -1.2272586164314827D+00     1.7079347369834644D+01     2.5886048477826331D+01     4.0592516348547835D+39     4.2771298488221525D-04     7.1110165294231535D-06     1.1143049777545233D+05     6.6689580051180472D-01     1.4374417954007496D-07     3.3093773031421225D-01     1.1236898409373401D-05     5.8230998838750593D-04     7.6565637775736021D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478194D-04 
 1365    -1.2218305320257856D+00     1.7081331812213855D+01     2.5883720205340541D+01     4.0607306531832483D+39     5.7028397984112189D-04     7.1110166561564209D-06     1.1149478691314373D+05     6.6689580039954545D-01     1.4374417223670610D-07     3.3093773042643737D-01     1.1236897846125439D-05     5.8230998941161908D-04     7.6565637733794247D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478194D-04 
 1366    -1.2163732653751544D+00     1.7083321807398013D+01     2.5880607349286410D+01     4.0627065119028911D+39     4.2771298488221525D-04     7.1110168256392523D-06     1.1158068371254157D+05     6.6689580028694281D-01     1.4374416492203323D-07     3.3093773053900576D-01     1.1236897282065763D-05     5.8230999043782958D-04     7.6565637691721004D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478194D-04 
 1367    -1.2116932119123988D+00     1.7085030506365415D+01     2.5878266336400277D+01     4.0641912273031488D+39     4.2771298488221525D-04     7.1110169531328448D-06     1.1164506190276302D+05     6.6689580019020429D-01     1.4374415864496732D-07     3.3093773063571525D-01     1.1236896798063296D-05     5.8230999131879253D-04     7.6565637655573173D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478194D-04 
 1368    -1.2073918316874807D+00     1.7086599906869219D+01     2.5875919812751111D+01     4.0656784132727201D+39     3.5642748740106888D-04     7.1110170809601669D-06     1.1170956572908088D+05     6.6689580010132205D-01     1.4374415288418401D-07     3.3093773072457066D-01     1.1236896353913781D-05     5.8230999212758938D-04     7.6565637622359208D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478194D-04 
 1369    -1.2019278181251502D+00     1.7088599792268411D+01     2.5873960150964441D+01     4.0669196256446022D+39     6.4156947732171314D-04     7.1110171877402601D-06     1.1176357189763774D+05     6.6689579998798027D-01     1.4374414554497734D-07     3.3093773083787842D-01     1.1236895788120651D-05     5.8230999315829734D-04     7.6565637580003080D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478194D-04 
 1370    -1.1952498078415467D+00     1.7091036097920813D+01     2.5870422946914040D+01     4.0691583242065565D+39     5.7028397984101086D-04     7.1110173805491090D-06     1.1186089572116828D+05     6.6689579984986879D-01     1.4374413661694342D-07     3.3093773097594869D-01     1.1236895099964652D-05     5.8230999441279385D-04     7.6565637528386201D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478194D-04 
 1371    -1.1889343995716932D+00     1.7093341551505616D+01     2.5867268180462654D+01     4.0711530536101863D+39     5.7361693837778808D-04     7.1110175525921928D-06     1.1194721619932046D+05     6.6689579971909385D-01     1.4374412817583685D-07     3.3093773110668482D-01     1.1236894449454954D-05     5.8230999559940874D-04     7.6565637479507673D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478194D-04 
 1372    -1.1833648444219195D+00     1.7095371965990824D+01     2.5864084832262883D+01     4.0731640625182956D+39     4.3104594341732713D-04     7.1110177262796243D-06     1.1203407445382032D+05     6.6689579960387357D-01     1.4374412074995550D-07     3.3093773122187086D-01     1.1236893877294633D-05     5.8230999664377227D-04     7.6565637436439901D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136214D-04     2.4904472240478194D-04 
 1373    -1.1777939244064390D+00     1.7097408044031718D+01     2.5861685976659933D+01     4.0746782826224166D+39     5.7472792455636216D-04     7.1110178572243087D-06     1.1209954325767426D+05     6.6689579948825050D-01     1.4374411330654295D-07     3.3093773133745991D-01     1.1236893303874218D-05     5.8230999769094387D-04     7.6565637393219212D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136214D-04     2.4904472240478194D-04 
 1374    -1.1706119309646640D+00     1.7100032779010696D+01     2.5858478415552301D+01     4.0767014510844958D+39     7.1840990569606333D-04     7.1110180324004916D-06     1.1218727165199171D+05     6.6689579933911575D-01     1.4374410372026291D-07     3.3093773148655087D-01     1.1236892565540350D-05     5.8230999904015847D-04     7.6565637337467764D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136214D-04     2.4904472240478194D-04 
 1375    -1.1641783390795044D+00     1.7102374671154818D+01     2.5854454249073093D+01     4.0792372429708505D+39     4.3104594341743815D-04     7.1110182523268186D-06     1.1229647726029627D+05     6.6689579920601778D-01     1.4374409518097350D-07     3.3093773161960999D-01     1.1236891908048651D-05     5.8231000024263748D-04     7.6565637287707142D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136214D-04     2.4904472240478194D-04 
 1376    -1.1585619411861791D+00     1.7104427040597467D+01     2.5852031913437594D+01     4.0807622537828125D+39     5.7472792455625114D-04     7.1110183847961616D-06     1.1236209290900240D+05     6.6689579908927445D-01     1.4374408769945901D-07     3.3093773173631939D-01     1.1236891332116241D-05     5.8231000129648222D-04     7.6565637244058732D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136214D-04     2.4904472240478194D-04 
 1377    -1.1529136433593096D+00     1.7106485542065925D+01     2.5848792836892537D+01     4.0827999265680467D+39     4.3104594341721611D-04     7.1110185620395940D-06     1.1244985031822649D+05     6.6689579897215107D-01     1.4374408020495923D-07     3.3093773185340880D-01     1.1236890755347008D-05     5.8231000235257166D-04     7.6565637200265372D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136214D-04     2.4904472240478194D-04 
 1378    -1.1472701283515185D+00     1.7108547615587368D+01     2.5846356556013372D+01     4.0843313595023928D+39     5.7472792455625114D-04     7.1110186954383589D-06     1.1251575077961704D+05     6.6689579885474072D-01     1.4374407270063052D-07     3.3093773197078544D-01     1.1236890177950844D-05     5.8231000341035050D-04     7.6565637156362491D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136214D-04     2.4904472240478194D-04 
 1379    -1.1415943012831204D+00     1.7110615913093196D+01     2.5843098761086777D+01     4.0863776439055872D+39     4.3104594341727162D-04     7.1110188739408366D-06     1.1260372382129990D+05     6.6689579873694428D-01     1.4374406518307889D-07     3.3093773208854799D-01     1.1236889599720010D-05     5.8231000447039029D-04     7.6565637112312545D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136214D-04     2.4904472240478194D-04 
 1380    -1.1367076365103501D+00     1.7112398965810331D+01     2.5840648347785539D+01     4.0879155642177851D+39     4.3437390954941488D-04     7.1110190082993591D-06     1.1266965542508773D+05     6.6689579863533543D-01     1.4374405870599018D-07     3.3093773219012772D-01     1.1236889101643425D-05     5.8231000538396582D-04     7.6565637074314123D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136214D-04     2.4904472240478194D-04 
 1381    -1.1309807375680138D+00     1.7114491226211880D+01     2.5838172829170042D+01     4.0894681859435983D+39     5.7916521273294172D-04     7.1110191441207994D-06     1.1273643196928766D+05     6.6689579851603788D-01     1.4374405111008490D-07     3.3093773230939147D-01     1.1236888517685559D-05     5.8231000645563621D-04     7.6565637029698550D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136214D-04     2.4904472240478190D-04 
 1382    -1.1235965695563652D+00     1.7117188768622817D+01     2.5834862385495451D+01     4.0915428311469783D+39     7.2395651608766504D-04     7.1110193258923768D-06     1.1282575955810261D+05     6.6689579836213939D-01     1.4374404132619956D-07     3.3093773246324618D-01     1.1236887765797651D-05     5.8231000783648170D-04     7.6565636972139357D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136214D-04     2.4904472240478190D-04 
 1383    -1.1165714945080091D+00     1.7119746345906756D+01     2.5830708535205757D+01     4.0941433510380687D+39     5.0676956126163750D-04     7.1110195542153658D-06     1.1293704531639561D+05     6.6689579821617712D-01     1.4374403206478820D-07     3.3093773260916741D-01     1.1236887054410722D-05     5.8231000914414021D-04     7.6565636917544281D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136214D-04     2.4904472240478190D-04 
 1384    -1.1099677698191328D+00     1.7122158516390615D+01     2.5827790393736491D+01     4.0959683189009119D+39     6.5156086447897072D-04     7.1110197147817224D-06     1.1301506509379302D+05     6.6689579807839258D-01     1.4374402333415616D-07     3.3093773274691340D-01     1.1236886384037498D-05     5.8231001037720764D-04     7.6565636866005366D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136214D-04     2.4904472240478190D-04 
 1385    -1.1037332342338532D+00     1.7124428013923516D+01     2.5824025649825834D+01     4.0983204694504768D+39     4.3437390965255460D-04     7.1110199221472019D-06     1.1311551978821945D+05     6.6689579794872306D-01     1.4374401513216663D-07     3.3093773287654699D-01     1.1236885754564931D-05     5.8231001153602433D-04     7.6565636817498852D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136214D-04     2.4904472240478190D-04 
 1386    -1.0979235743372133D+00     1.7126549947117730D+01     2.5821507795623857D+01     4.0998920354787715D+39     5.7916521287005435D-04     7.1110200609715823D-06     1.1318258652657264D+05     6.6689579782738652D-01     1.4374400746631035D-07     3.3093773299784987D-01     1.1236885166440409D-05     5.8231001261934212D-04     7.6565636772107703D-04     2.0616156614559209D-04     9.4403533331253726D-05     2.5751234334136214D-04     2.4904472240478190D-04 
 1387    -1.0920792916933650D+00     1.7128678624069411D+01     2.5818140515711616D+01     4.1019919156803901D+39     4.3437390965261011D-04     7.1110202468133332D-06     1.1327221423158797D+05     6.6689579770563112D-01     1.4374399978613623D-07     3.3093773311957175D-01     1.1236884577498378D-05     5.8231001370500541D-04     7.6565636726557491D-04     2.0616156614559209D-04     9.4403533331253726D-05     2.5751234334136214D-04     2.4904472240478190D-04 
 1388    -1.0862272520169080D+00     1.7130815917794731D+01     2.5815607447541206D+01     4.1035700602539346D+39     5.8137996590676053D-04     7.1110203867554799D-06     1.1333952887969032D+05     6.6689579758329227D-01     1.4374399207835497D-07     3.3093773324187689D-01     1.1236883986659531D-05     5.8231001479480664D-04     7.6565636680787303D-04     2.0616156614559209D-04     9.4403533331253726D-05     2.5751234334136214D-04     2.4904472240478194D-04 
 1389    -1.0803206960544551D+00     1.7132967113318975D+01     2.5812206762937184D+01     4.1056867547142132D+39     4.3769603920561550D-04     7.1110205748296229D-06     1.1342974556079741D+05     6.6689579746012395D-01     1.4374398433074966D-07     3.3093773336501168D-01     1.1236883393076109D-05     5.8231001589054569D-04     7.6565636634704450D-04     2.0616156614559209D-04     9.4403533331253726D-05     2.5751234334136214D-04     2.4904472240478194D-04 
