! note: initial lines of file can contain comments
!
            52 -- model for mesa/star, with angular velocities (omega), with convection velocities (conv_vel). cgs units. lnd=ln(density), lnT=ln(temperature), lnR=ln(radius), L=luminosity, dq=fraction of total mstar in cell; remaining cols are mass fractions.

                          M/Msun      5.3506842667144049D+01
                    model_number                            2908
                        star_age      5.0480109868242461D+06
                       initial_z      2.1789999999999999D-03
                        n_shells                            2375
                        net_name   'basic2.net'
                         species                              10

                lnd                        lnT                        lnR                          L                         dq                      omega                   conv_vel                   h1                         he3                        he4                        c12                        n14                        o16                        ne20                       mg24                       ca40                       fe56     
 1293    -1.5996377755296116D+00     1.6943181426573072D+01     2.6068573318858461D+01     3.9406944768681544D+39     3.9763657936238274D-04     7.1110064467104754D-06     1.0610753112548687D+05     6.6689580808830486D-01     1.4374469873131259D-07     3.3093772274030150D-01     1.1236938230889708D-05     5.8230991722982334D-04     7.6565640598507123D-04     2.0616156614559213D-04     9.4403533331253779D-05     2.5751234334136228D-04     2.4904472240478208D-04 
 1294    -1.5945890990115241D+00     1.6945034111040165D+01     2.6066758022685334D+01     3.9418947123729921D+39     6.6718009186996374D-04     7.1110065506783088D-06     1.0616422905094842D+05     6.6689580798681964D-01     1.4374469136715742D-07     3.3093772284174809D-01     1.1236937672966478D-05     5.8230991821051363D-04     7.6565640560817982D-04     2.0616156614559213D-04     9.4403533331253779D-05     2.5751234334136228D-04     2.4904472240478208D-04 
 1295    -1.5888598159988786D+00     1.6947130026105621D+01     2.6063705338661531D+01     3.9439123613992400D+39     5.3463456541572504D-04     7.1110067252450246D-06     1.0625955027531048D+05     6.6689580787199043D-01     1.4374468305324676D-07     3.3093772295653387D-01     1.1236937042688595D-05     5.8230991931902602D-04     7.6565640518167894D-04     2.0616156614559213D-04     9.4403533331253779D-05     2.5751234334136228D-04     2.4904472240478208D-04 
 1296    -1.5837598057862843D+00     1.6948997544379373D+01     2.6061252921178517D+01     3.9455325625640540D+39     5.3463456541572504D-04     7.1110068652426772D-06     1.0633571353772339D+05     6.6689580776961916D-01     1.4374467565450079D-07     3.3093772305886655D-01     1.1236936481507777D-05     5.8230992030647028D-04     7.6565640480141254D-04     2.0616156614559213D-04     9.4403533331253761D-05     2.5751234334136228D-04     2.4904472240478208D-04 
 1297    -1.5786513940455762D+00     1.6950868057854959D+01     2.6058794941259488D+01     3.9471558169389545D+39     5.3463456541572504D-04     7.1110070053453400D-06     1.0641194932056960D+05     6.6689580766704006D-01     1.4374466825386143D-07     3.3093772316140710D-01     1.1236935919904516D-05     5.8230992129511598D-04     7.6565640442033595D-04     2.0616156614559213D-04     9.4403533331253761D-05     2.5751234334136228D-04     2.4904472240478208D-04 
 1298    -1.5748050067096396D+00     1.6952273535761328D+01     2.6056331365753200D+01     3.9487821362118737D+39     2.6731728270825110D-04     7.1110071455574699D-06     1.0648796163769818D+05     6.6689580758994866D-01     1.4374466270187928D-07     3.3093772323846954D-01     1.1236935498381015D-05     5.8230992203750977D-04     7.6565640413391733D-04     2.0616156614559213D-04     9.4403533331253761D-05     2.5751234334136228D-04     2.4904472240478208D-04 
 1299    -1.5709729293095826D+00     1.6953679493164754D+01     2.6055097480317872D+01     3.9495964300529822D+39     5.3463456541566953D-04     7.1110072157048325D-06     1.0652607000492251D+05     6.6689580751277839D-01     1.4374465714910420D-07     3.3093772331561095D-01     1.1236935076694605D-05     5.8230992278036257D-04     7.6565640384719113D-04     2.0616156614559213D-04     9.4403533331253761D-05     2.5751234334136228D-04     2.4904472240478203D-04 
 1300    -1.5648918157129358D+00     1.6955909346085564D+01     2.6052625448677098D+01     3.9512273683948833D+39     7.3512252744581711D-04     7.1110073560877609D-06     1.0660261431773205D+05     6.6689580739033980D-01     1.4374464835454896D-07     3.3093772343800380D-01     1.1236934408499654D-05     5.8230992395801726D-04     7.6565640339222671D-04     2.0616156614559213D-04     9.4403533331253761D-05     2.5751234334136228D-04     2.4904472240478203D-04 
 1301    -1.5584574405011009D+00     1.6958262543922106D+01     2.6049217087847247D+01     3.9534750230897071D+39     6.0146388609388425D-04     7.1110075493126947D-06     1.0670743181404762D+05     6.6689580726108950D-01     1.4374463909305299D-07     3.3093772356720605D-01     1.1236933704366223D-05     5.8230992519980411D-04     7.6565640291188632D-04     2.0616156614559213D-04     9.4403533331253761D-05     2.5751234334136228D-04     2.4904472240478203D-04 
 1302    -1.5529596815185828D+00     1.6960274212533130D+01     2.6046420401120533D+01     3.9553183464141778D+39     5.3909014468609273D-04     7.1110077075800601D-06     1.0679295656123304D+05     6.6689580715053704D-01     1.4374463118689401D-07     3.3093772367771756D-01     1.1236933102958952D-05     5.8230992626098103D-04     7.6565640250098914D-04     2.0616156614559213D-04     9.4403533331253761D-05     2.5751234334136228D-04     2.4904472240478203D-04 
 1303    -1.5484015738750079D+00     1.6961941057354348D+01     2.6043907547952258D+01     3.9569738533406354D+39     4.0431760851355651D-04     7.1110078495745341D-06     1.0686960402676917D+05     6.6689580705890030D-01     1.4374462464496833D-07     3.3093772376932051D-01     1.1236932605093972D-05     5.8230992713987070D-04     7.6565640216036374D-04     2.0616156614559213D-04     9.4403533331253761D-05     2.5751234334136228D-04     2.4904472240478203D-04 
 1304    -1.5432036707788774D+00     1.6963847747887195D+01     2.6042019050139710D+01     3.9582175540930638D+39     6.7386268085774085D-04     7.1110079561591206D-06     1.0692728602627501D+05     6.6689580695400536D-01     1.4374461716635853D-07     3.3093772387417672D-01     1.1236932035746654D-05     5.8230992814530297D-04     7.6565640177042801D-04     2.0616156614559213D-04     9.4403533331253761D-05     2.5751234334136228D-04     2.4904472240478203D-04 
 1305    -1.5373228233846527D+00     1.6965998089550664D+01     2.6038864101553422D+01     3.9602944459256725D+39     5.3909014468592619D-04     7.1110081339796238D-06     1.0702341467320981D+05     6.6689580683568285D-01     1.4374460874875261D-07     3.3093772399245584D-01     1.1236931394548232D-05     5.8230992927828468D-04     7.6565640133052301D-04     2.0616156614559213D-04     9.4403533331253761D-05     2.5751234334136228D-04     2.4904472240478203D-04 
 1306    -1.5320923643592891D+00     1.6967912537194472D+01     2.6036333448140775D+01     3.9619595310414833D+39     5.3909014468598170D-04     7.1110082763983024D-06     1.0710011661889791D+05     6.6689580673028094D-01     1.4374460126333834D-07     3.3093772409781911D-01     1.1236930824102080D-05     5.8230993028672264D-04     7.6565640093861730D-04     2.0616156614559213D-04     9.4403533331253761D-05     2.5751234334136228D-04     2.4904472240478203D-04 
 1307    -1.5275023093837020D+00     1.6969590755436245D+01     2.6033796788701328D+01     3.9636278288099330D+39     4.0431760851355651D-04     7.1110084189681410D-06     1.0717682425887486D+05     6.6689580663785488D-01     1.4374459471077251D-07     3.3093772419021143D-01     1.1236930324525036D-05     5.8230993117029319D-04     7.6565640059492521D-04     2.0616156614559213D-04     9.4403533331253761D-05     2.5751234334136228D-04     2.4904472240478203D-04 
 1308    -1.5235673689369432D+00     1.6971030916631355D+01     2.6031890341097021D+01     3.9648811480321469D+39     4.0431760851355651D-04     7.1110085259965245D-06     1.0723436119675264D+05     6.6689580655850333D-01     1.4374458909240286D-07     3.3093772426953411D-01     1.1236929896031973D-05     5.8230993192840951D-04     7.6565640029983068D-04     2.0616156614559213D-04     9.4403533331253761D-05     2.5751234334136228D-04     2.4904472240478203D-04 
 1309    -1.5189758610959986D+00     1.6972713085899506D+01     2.6029980478813157D+01     3.9661362836702380D+39     5.3909014468598170D-04     7.1110086331142161D-06     1.0729206602571315D+05     6.6689580646577493D-01     1.4374458253536093D-07     3.3093772436222868D-01     1.1236929395787518D-05     5.8230993281378538D-04     7.6565639995496512D-04     2.0616156614559213D-04     9.4403533331253761D-05     2.5751234334136228D-04     2.4904472240478203D-04 
 1310    -1.5130457947762748D+00     1.6974885607415597D+01     2.6027428642622036D+01     3.9678126543849238D+39     6.7720606044275575D-04     7.1110087760809284D-06     1.0736913049986975D+05     6.6689580634596170D-01     1.4374457407758109D-07     3.3093772448199865D-01     1.1236928750258103D-05     5.8230993395683787D-04     7.6565639950932542D-04     2.0616156614559213D-04     9.4403533331253761D-05     2.5751234334136228D-04     2.4904472240478203D-04 
 1311    -1.5077256875464235D+00     1.6976828351479493D+01     2.6024214297164305D+01     3.9699231541984051D+39     4.0766098809957069D-04     7.1110089559156239D-06     1.0746555872632912D+05     6.6689580623879871D-01     1.4374456652901344D-07     3.3093772458912278D-01     1.1236928173819569D-05     5.8230993497815468D-04     7.6565639911069087D-04     2.0616156614559213D-04     9.4403533331253761D-05     2.5751234334136228D-04     2.4904472240478203D-04 
 1312    -1.5030711938764833D+00     1.6978533397735331D+01     2.6022274666870086D+01     3.9711960537379331D+39     5.4354798413457414D-04     7.1110090643008208D-06     1.0752362695983448D+05     6.6689580614468102D-01     1.4374455990786949D-07     3.3093772468320663D-01     1.1236927668044978D-05     5.8230993587459147D-04     7.6565639876055771D-04     2.0616156614559213D-04     9.4403533331253761D-05     2.5751234334136228D-04     2.4904472240478203D-04 
 1313    -1.4970758538221375D+00     1.6980729519038611D+01     2.6019682949125559D+01     3.9728961797788908D+39     6.7943498016580310D-04     7.1110092089731606D-06     1.0760139740168113D+05     6.6689580602340017D-01     1.4374455139038147D-07     3.3093772480444392D-01     1.1236927017145974D-05     5.8230993702879718D-04     7.6565639830933083D-04     2.0616156614559213D-04     9.4403533331253761D-05     2.5751234334136228D-04     2.4904472240478203D-04 
 1314    -1.4917152380056442D+00     1.6982686737700869D+01     2.6016434336091682D+01     3.9750260515041681D+39     4.0766098809962620D-04     7.1110093900763615D-06     1.0769822824593060D+05     6.6689580591529038D-01     1.4374454381401815D-07     3.3093772491251511D-01     1.1236926437875700D-05     5.8230993805660045D-04     7.6565639790705883D-04     2.0616156614559213D-04     9.4403533331253761D-05     2.5751234334136228D-04     2.4904472240478203D-04 
 1315    -1.4870350050639087D+00     1.6984400999771973D+01     2.6014480395277708D+01     3.9763064269182240D+39     5.4354798413468516D-04     7.1110094988790981D-06     1.0775635163059928D+05     6.6689580582053293D-01     1.4374453718184403D-07     3.3093772500723859D-01     1.1236925930645516D-05     5.8230993895690525D-04     7.6565639755444614D-04     2.0616156614559213D-04     9.4403533331253743D-05     2.5751234334136228D-04     2.4904472240478203D-04 
 1316    -1.4823348043469173D+00     1.6986118802974692D+01     2.6011869492000880D+01     3.9780165420423983D+39     4.0766098809984825D-04     7.1110096441221068D-06     1.0783398463844588D+05     6.6689580572555930D-01     1.4374453054574349D-07     3.3093772510217855D-01     1.1236925422917609D-05     5.8230993985852439D-04     7.6565639720099465D-04     2.0616156614559213D-04     9.4403533331253743D-05     2.5751234334136228D-04     2.4904472240478203D-04 
 1317    -1.4786388319311671D+00     1.6987470274272739D+01     2.6009907078568952D+01     3.9793013040060568D+39     3.3971749008492770D-04     7.1110097531847396D-06     1.0789210801526607D+05     6.6689580565080861D-01     1.4374452532929353D-07     3.3093772517690260D-01     1.1236925023692605D-05     5.8230994056771994D-04     7.6565639692278537D-04     2.0616156614559213D-04     9.4403533331253743D-05     2.5751234334136228D-04     2.4904472240478203D-04 
 1318    -1.4739434562877738D+00     1.6989191773441283D+01     2.6008268942928096D+01     3.9803733732714627D+39     6.1149148215127118D-04     7.1110098441575697D-06     1.0794077491372275D+05     6.6689580555553451D-01     1.4374451868759101D-07     3.3093772527214300D-01     1.1236924515270316D-05     5.8230994147116748D-04     7.6565639656817054D-04     2.0616156614559213D-04     9.4403533331253743D-05     2.5751234334136228D-04     2.4904472240478203D-04 
 1319    -1.4681906652194378D+00     1.6991295233205909D+01     2.6005313827570710D+01     3.9823064682263273D+39     5.4800704879331414D-04     7.1110100081163434D-06     1.0802841170770944D+05     6.6689580543909521D-01     1.4374451058570814D-07     3.3093772538854113D-01     1.1236923894812300D-05     5.8230994257429387D-04     7.6565639613473193D-04     2.0616156614559213D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478203D-04 
 1320    -1.4634203579750060D+00     1.6993038364725149D+01     2.6002658445906821D+01     3.9840424806086979D+39     4.1100528659547137D-04     7.1110101552817699D-06     1.0810664993874803D+05     6.6689580534256318D-01     1.4374450388027481D-07     3.3093772548503914D-01     1.1236923381109149D-05     5.8230994348806115D-04     7.6565639577536384D-04     2.0616156614559213D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478203D-04 
 1321    -1.4579806170165998D+00     1.6995032582456188D+01     2.6000662507842782D+01     3.9853467240337568D+39     6.8500881099215620D-04     7.1110102658006208D-06     1.0816557419526453D+05     6.6689580523204581D-01     1.4374449621301050D-07     3.3093772559551766D-01     1.1236922793561887D-05     5.8230994453356199D-04     7.6565639536390230D-04     2.0616156614559213D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478203D-04 
 1322    -1.4518235438414168D+00     1.6997282233336252D+01     2.5997327437184063D+01     3.9875248532531522D+39     5.4800704879325863D-04     7.1110104502870097D-06     1.0826383016124165D+05     6.6689580510734511D-01     1.4374448757979124D-07     3.3093772572017470D-01     1.1236922131702307D-05     5.8230994571201248D-04     7.6565639489958110D-04     2.0616156614559213D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478203D-04 
 1323    -1.4456695519732059D+00     1.6999535611066778D+01     2.5994651737572120D+01     3.9892712074268313D+39     6.8500881099160109D-04     7.1110105981365165D-06     1.0834237889116478D+05     6.6689580498234697D-01     1.4374447894035551D-07     3.3093772584512919D-01     1.1236921469139373D-05     5.8230994689229023D-04     7.6565639443410935D-04     2.0616156614559213D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478203D-04 
 1324    -1.4388065636001458D+00     1.7002045689041151D+01     2.5991297434865465D+01     3.9914590746932283D+39     6.8500881099226722D-04     7.1110107832880151D-06     1.0844078435994142D+05     6.6689580484304329D-01     1.4374446933206597D-07     3.3093772598438446D-01     1.1236920731967585D-05     5.8230994820627657D-04     7.6565639391530648D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478203D-04 
 1325    -1.4326069996722168D+00     1.7004310508313476D+01     2.5987932327019205D+01     3.9936523815178635D+39     5.4800704879331414D-04     7.1110109688253091D-06     1.0853897431554808D+05     6.6689580471729170D-01     1.4374446067634125D-07     3.3093772611009257D-01     1.1236920067610893D-05     5.8230994939119691D-04     7.6565639344692071D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478208D-04 
 1326    -1.4270810276532015D+00     1.7006331446692941D+01     2.5985232423803679D+01     3.9954109209972994D+39     5.5023670807569562D-04     7.1110111175391912D-06     1.0861759037880729D+05     6.6689580460501307D-01     1.4374445296065028D-07     3.3093772622233252D-01     1.1236919475219440D-05     5.8230995044828137D-04     7.6565639302867953D-04     2.0616156614559209D-04     9.4403533331253761D-05     2.5751234334136223D-04     2.4904472240478203D-04 
 1327    -1.4229037860443294D+00     1.7007855659096005D+01     2.5982514476008602D+01     3.9971801477256461D+39     2.7623318367817817D-04     7.1110112671207152D-06     1.0869646658775973D+05     6.6689580452031211D-01     1.4374444714961301D-07     3.3093772630700430D-01     1.1236919028925975D-05     5.8230995124505646D-04     7.6565639271313745D-04     2.0616156614559209D-04     9.4403533331253761D-05     2.5751234334136223D-04     2.4904472240478203D-04 
 1328    -1.4187318416412566D+00     1.7009384722624670D+01     2.5981147328590665D+01     3.9980696579900794D+39     5.5246636735763310D-04     7.1110113423142102D-06     1.0873621459857549D+05     6.6689580443527782D-01     1.4374444132048662D-07     3.3093772639200946D-01     1.1236918581175949D-05     5.8230995204463038D-04     7.6565639239633860D-04     2.0616156614559209D-04     9.4403533331253761D-05     2.5751234334136223D-04     2.4904472240478203D-04 
 1329    -1.4131439426523863D+00     1.7011428057651971D+01     2.5978407597337827D+01     3.9998514272486396D+39     5.5246636735763310D-04     7.1110114929093066D-06     1.0881598952886577D+05     6.6689580432161701D-01     1.4374443354174495D-07     3.3093772650563142D-01     1.1236917983495324D-05     5.8230995311247530D-04     7.6565639197285193D-04     2.0616156614559209D-04     9.4403533331253761D-05     2.5751234334136223D-04     2.4904472240478203D-04 
 1330    -1.4075446065427190D+00     1.7013475489488065D+01     2.5975660617726075D+01     4.0016368031843327D+39     5.5246636735763310D-04     7.1110116437838195D-06     1.0889559303417390D+05     6.6689580420767260D-01     1.4374442575629274D-07     3.3093772661953702D-01     1.1236917385128608D-05     5.8230995418207900D-04     7.6565639154826978D-04     2.0616156614559213D-04     9.4403533331253761D-05     2.5751234334136223D-04     2.4904472240478203D-04 
 1331    -1.4019337423505120D+00     1.7015527051051715D+01     2.5972906341991071D+01     4.0034258035008400D+39     5.5246636735763310D-04     7.1110117949445843D-06     1.0897526981100589D+05     6.6689580409344220D-01     1.4374441796397059D-07     3.3093772673372852D-01     1.1236916786068689D-05     5.8230995525345736D-04     7.6565639112258407D-04     2.0616156614559213D-04     9.4403533331253761D-05     2.5751234334136223D-04     2.4904472240478203D-04 
 1332    -1.3963112578326699D+00     1.7017582775555211D+01     2.5970144721943650D+01     4.0052184471075413D+39     5.5246636735763310D-04     7.1110119463980128D-06     1.0905502084601075D+05     6.6689580397892376D-01     1.4374441016461840D-07     3.3093772684820796D-01     1.1236916186308492D-05     5.8230995632662549D-04     7.6565639069578637D-04     2.0616156614559213D-04     9.4403533331253761D-05     2.5751234334136223D-04     2.4904472240478203D-04 
 1333    -1.3906770594295554D+00     1.7019642696503343D+01     2.5967375708966082D+01     4.0070147541030376D+39     5.5246636735652288D-04     7.1110120981506028D-06     1.0913485147020740D+05     6.6689580386411506D-01     1.4374440235807560D-07     3.3093772696297794D-01     1.1236915585841005D-05     5.8230995740159929D-04     7.6565639026786822D-04     2.0616156614559213D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478203D-04 
 1334    -1.3850310522391413D+00     1.7021706847692275D+01     2.5964599254008216D+01     4.0088147457338010D+39     5.5246636735763310D-04     7.1110122502089305D-06     1.0921476616103946D+05     6.6689580374901380D-01     1.4374439454418130D-07     3.3093772707804047D-01     1.1236914984659283D-05     5.8230995847839412D-04     7.6565638983882120D-04     2.0616156614559213D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478203D-04 
 1335    -1.3800571174189875D+00     1.7023523200048495D+01     2.5961815307583746D+01     4.0106184443273438D+39     4.1769358924922945D-04     7.1110124025799503D-06     1.0929463959933427D+05     6.6689580364769307D-01     1.4374438767678956D-07     3.3093772717932723D-01     1.1236914456173487D-05     5.8230995942545966D-04     7.6565638946110849D-04     2.0616156614559213D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478203D-04 
 1336    -1.3750649190457155D+00     1.7025350294762264D+01     2.5959705507944441D+01     4.0119845855586300D+39     5.5692478566460295D-04     7.1110125179908614D-06     1.0935518945807014D+05     6.6689580354570860D-01     1.4374438077273330D-07     3.3093772728127750D-01     1.1236913924774105D-05     5.8230996037811122D-04     7.6565638908089628D-04     2.0616156614559213D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478203D-04 
 1337    -1.3700491352024772D+00     1.7027181713226893D+01     2.5956885679666648D+01     4.0138094765829039D+39     4.1769358924917394D-04     7.1110126721626141D-06     1.0943600328057723D+05     6.6689580344345840D-01     1.4374437386174343D-07     3.3093772738349351D-01     1.1236913392722907D-05     5.8230996133242012D-04     7.6565638869965910D-04     2.0616156614559213D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478203D-04 
 1338    -1.3650381352464595D+00     1.7029015556646209D+01     2.5954765736912785D+01     4.0151806339488969D+39     5.5692478566449192D-04     7.1110127880105915D-06     1.0949668054010497D+05     6.6689580334100764D-01     1.4374436694545787D-07     3.3093772748591039D-01     1.1236912860178918D-05     5.8230996228798099D-04     7.6565638831764815D-04     2.0616156614559213D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478203D-04 
 1339    -1.3585813947094862D+00     1.7031378368851733D+01     2.5951932304352274D+01     4.0170122528834042D+39     6.9615598208208604D-04     7.1110129427753294D-06     1.0957793603717858D+05     6.6689580320893817D-01     1.4374435804382230D-07     3.3093772761793611D-01     1.1236912174626045D-05     5.8230996351872477D-04     7.6565638782515437D-04     2.0616156614559213D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478203D-04 
 1340    -1.3528040356265829D+00     1.7033485100347370D+01     2.5948379442533022D+01     4.0193072924725576D+39     4.1769358925017314D-04     7.1110131367256776D-06     1.0967916236313384D+05     6.6689580309115470D-01     1.4374435012076737D-07     3.3093772773568050D-01     1.1236911564291331D-05     5.8230996461514141D-04     7.6565638738588637D-04     2.0616156614559213D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478203D-04 
 1341    -1.3477601577862041D+00     1.7035330737962186D+01     2.5946241830844418D+01     4.0206871868697948D+39     5.5692478566449192D-04     7.1110132533610395D-06     1.0973998677600082D+05     6.6689580298788895D-01     1.4374434318247781D-07     3.3093772783891228D-01     1.1236911029743126D-05     5.8230996557578791D-04     7.6565638700073570D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478203D-04 
 1342    -1.3426919775101182D+00     1.7037180859908954D+01     2.5943384699388420D+01     4.0225305252655862D+39     4.1769358924906292D-04     7.1110134091956354D-06     1.0982131843069247D+05     6.6689580288434733D-01     1.4374433623656093D-07     3.3093772794241997D-01     1.1236910494515373D-05     5.8230996653815703D-04     7.6565638661452224D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478203D-04 
 1343    -1.3369012535289059D+00     1.7039302125698318D+01     2.5941236613764893D+01     4.0239155987871715D+39     6.9838424245253118D-04     7.1110135263132256D-06     1.0988250268490464D+05     6.6689580276553837D-01     1.4374432827582019D-07     3.3093772806118999D-01     1.1236909881014318D-05     5.8230996764169846D-04     7.6565638617133329D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478203D-04 
 1344    -1.3317736790270269D+00     1.7041169349649047D+01     2.5937634829678626D+01     4.0262365520418867D+39     2.8069065320296875D-04     7.1110137226146337D-06     1.0998461196644420D+05     6.6689580266096122D-01     1.4374432128234886D-07     3.3093772816573303D-01     1.1236909341954717D-05     5.8230996861197636D-04     7.6565638578119052D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478203D-04 
 1345    -1.3273874679662651D+00     1.7042776000858554D+01     2.5936183661352480D+01     4.0271710931094029D+39     5.6138130640510484D-04     7.1110138016788333D-06     1.1002571089947605D+05     6.6689580257089495D-01     1.4374431526398807D-07     3.3093772825576999D-01     1.1236908878024103D-05     5.8230996944724804D-04     7.6565638544516847D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478203D-04 
 1346    -1.3215103335721007D+00     1.7044923550635191D+01     2.5933275074943571D+01     4.0290433037412691D+39     5.6138130640516035D-04     7.1110139601083401D-06     1.1010840721581456D+05     6.6689580245047697D-01     1.4374430723002593D-07     3.3093772837614903D-01     1.1236908258636597D-05     5.8230997056300273D-04     7.6565638499587036D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136214D-04     2.4904472240478203D-04 
 1347    -1.3156197208041529D+00     1.7047075914231431D+01     2.5930358154841126D+01     4.0309196134119007D+39     5.6138130640516035D-04     7.1110141189418918D-06     1.1019095461051471D+05     6.6689580232972689D-01     1.4374429918643418D-07     3.3093772849686007D-01     1.1236907638431432D-05     5.8230997168082874D-04     7.6565638454529496D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136214D-04     2.4904472240478203D-04 
 1348    -1.3097155184967466D+00     1.7049233131151497D+01     2.5927432843206839D+01     4.0328000365976235D+39     5.6138130640516035D-04     7.1110142781881977D-06     1.1027362749953402D+05     6.6689580220864215D-01     1.4374429113303930D-07     3.3093772861790586D-01     1.1236907017402519D-05     5.8230997280074205D-04     7.6565638409343259D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136214D-04     2.4904472240478203D-04 
 1349    -1.3037976160082223D+00     1.7051395241264504D+01     2.5924499081655567D+01     4.0346845843966558D+39     5.6138130640516035D-04     7.1110144378554904D-06     1.1035642631094506D+05     6.6689580208722007D-01     1.4374428306966757D-07     3.3093772873928899D-01     1.1236906395543886D-05     5.8230997392275831D-04     7.6565638364027330D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478203D-04 
 1350    -1.2993369729869523D+00     1.7053020964526370D+01     2.5921556811243693D+01     4.0365732646657761D+39     2.8069065320313528D-04     7.1110145979528267D-06     1.1043906231147728D+05     6.6689580199589881D-01     1.4374427701454417D-07     3.3093772883058107D-01     1.1236905928524667D-05     5.8230997476585679D-04     7.6565638329942427D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478203D-04 
 1351    -1.2948949091394010D+00     1.7054647667654818D+01     2.5920082485098401D+01     4.0375191215868388D+39     5.6138130640516035D-04     7.1110146781637482D-06     1.1048057482604922D+05     6.6689580190444921D-01     1.4374427095556542D-07     3.3093772892200155D-01     1.1236905461190520D-05     5.8230997560975419D-04     7.6565638295808229D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478203D-04 
 1352    -1.2889305962764707D+00     1.7056826495479475D+01     2.5917127339565766D+01     4.0394140094548243D+39     5.6360800910899016D-04     7.1110148389208482D-06     1.1056397162401012D+05     6.6689580178192926D-01     1.4374426285044624D-07     3.3093772904448255D-01     1.1236904835994774D-05     5.8230997673933204D-04     7.6565638250073062D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478203D-04 
 1353    -1.2829284483563017D+00     1.7059019034345488D+01     2.5914151761727848D+01     4.0413205782548162D+39     5.6583471181398561D-04     7.1110150007684165D-06     1.1064754101824747D+05     6.6689580165857407D-01     1.4374425470254852D-07     3.3093772916779879D-01     1.1236904207465980D-05     5.8230997787556040D-04     7.6565638204022210D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478194D-04 
 1354    -1.2783947892191882D+00     1.7060671007933541D+01     2.5911155586042173D+01     4.0432388761093864D+39     2.8291735590690954D-04     7.1110151637221354D-06     1.1073126891646265D+05     6.6689580156560888D-01     1.4374424857139578D-07     3.3093772926073459D-01     1.1236903734490020D-05     5.8230997873106487D-04     7.6565638169313725D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478194D-04 
 1355    -1.2738802899697192D+00     1.7062324017809640D+01     2.5909654175895724D+01     4.0441995636947458D+39     5.6583471181415214D-04     7.1110152453754436D-06     1.1077333096530783D+05     6.6689580147250966D-01     1.4374424243609238D-07     3.3093772935380454D-01     1.1236903261186825D-05     5.8230997958740173D-04     7.6565638134553770D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478194D-04 
 1356    -1.2678299190354607D+00     1.7064533861519715D+01     2.5906644593340306D+01     4.0461241624002068D+39     5.6583471181398561D-04     7.1110154090464403D-06     1.1085783463066765D+05     6.6689580134801715D-01     1.4374423424445761D-07     3.3093772947825792D-01     1.1236902629237213D-05     5.8230998073141897D-04     7.6565638088068883D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478194D-04 
 1357    -1.2632686943165942D+00     1.7066195655108677D+01     2.5903625992982477D+01     4.0480529557076820D+39     2.8291735590685402D-04     7.1110155732074558D-06     1.1094186387805944D+05     6.6689580125437606D-01     1.4374422809221425D-07     3.3093772957186988D-01     1.1236902154615231D-05     5.8230998159111422D-04     7.6565638053100935D-04     2.0616156614559209D-04     9.4403533331253743D-05     2.5751234334136223D-04     2.4904472240478194D-04 
