! note: initial lines of file can contain comments
!
            52 -- model for mesa/star, with angular velocities (omega), with convection velocities (conv_vel). cgs units. lnd=ln(density), lnT=ln(temperature), lnR=ln(radius), L=luminosity, dq=fraction of total mstar in cell; remaining cols are mass fractions.

                          M/Msun      2.3280711222540468D+01
                    model_number                            2908
                        star_age      5.0480109868242461D+06
                       initial_z      2.1789999999999999D-03
                        n_shells                            2562
                        net_name   'basic2.net'
                         species                              10

                lnd                        lnT                        lnR                          L                         dq                      omega                   conv_vel                   h1                         he3                        he4                        c12                        n14                        o16                        ne20                       mg24                       ca40                       fe56     
  710    -1.8988454214695153D+00     1.6691219858256179D+01     2.5368362305894289D+01     2.7002150372006901D+39     1.3213128680692305D-04     6.3743218893570974D-06     6.8066036261137572D-05     1.7681372919202738D-01     2.2589857633655108D-08     8.2111340527115981D-01     1.7186860293461768D-05     1.2228019419038476D-03     2.5731984492246287D-05     2.0616156487931580D-04     9.4403532751410956D-05     2.5751234175968598D-04     2.4904472087510622D-04 
  711    -1.8750531355597946D+00     1.6698958521216189D+01     2.5365464993305018D+01     2.7002210316444328D+39     1.6909757769445903D-04     6.3766067949213702D-06     6.0478911896136713D-05     1.7680832956348582D-01     2.2640417455725954D-08     8.2111879847760249D-01     1.7148975557743808D-05     1.2228457407471646D-03     2.5732441923647519D-05     2.0616156487931536D-04     9.4403532751410814D-05     2.5751234175968571D-04     2.4904472087510609D-04 
  712    -1.8547798674842626D+00     1.6705470093537318D+01     2.5361808516536865D+01     2.7002286630741170D+39     8.9179173716653714D-05     6.3786620325416185D-06     5.8902598962202334D-05     1.7680467297006075D-01     2.2689611949699206D-08     8.2112244611084665D-01     1.7095775920152402D-05     1.2229074985196461D-03     2.5732794775207712D-05     2.0616156487931522D-04     9.4403532751410708D-05     2.5751234175968562D-04     2.4904472087510609D-04 
  713    -1.8360036026755771D+00     1.6711598965397476D+01     2.5359903015461648D+01     2.7002326655175128D+39     1.5694111726216386D-04     6.3793568896829881D-06     5.7058867913722401D-05     1.7680288269534560D-01     2.2714685542652706D-08     8.2112423019674700D-01     1.7058936990499229D-05     1.2229503112239563D-03     2.5732984741898716D-05     2.0616156487931545D-04     9.4403532751410779D-05     2.5751234175968562D-04     2.4904472087510614D-04 
  714    -1.8177799105277541D+00     1.6717458068094604D+01     2.5356586141734389D+01     2.7002396843950813D+39     8.2241607309373847D-05     6.3802531453609327D-06     5.8377066959845818D-05     1.7680065230979371D-01     2.2741379497153531D-08     8.2112645086431754D-01     1.7000983070444910D-05     1.2230177000799113D-03     2.5733241093188343D-05     2.0616156487931580D-04     9.4403532751410850D-05     2.5751234175968558D-04     2.4904472087510600D-04 
  715    -1.8010437827506805D+00     1.6722916508442962D+01     2.5354866445736372D+01     2.7002433413770727D+39     1.4305541200975799D-04     6.3806952752467296D-06     5.4719778431976866D-05     1.7679920548524281D-01     2.2753706295444366D-08     8.2112789095057916D-01     1.6960756596363548D-05     1.2230644814786726D-03     2.5733412131154418D-05     2.0616156487931571D-04     9.4403532751410867D-05     2.5751234175968562D-04     2.4904472087510614D-04 
  716    -1.7838530108381938D+00     1.6728456915187186D+01     2.5351904035858323D+01     2.7002496846496675D+39     8.9006354560398683D-05     6.3815264976690277D-06     5.6084072344652389D-05     1.7679721702312994D-01     2.2761601921544758D-08     8.2112986962089351D-01     1.6902235508100906D-05     1.2231325452509840D-03     2.5733653349944929D-05     2.0616156487931571D-04     9.4403532751410832D-05     2.5751234175968575D-04     2.4904472087510614D-04 
  717    -1.7662080492586302D+00     1.6734214375683260D+01     2.5350079234955855D+01     2.7002536095951215D+39     1.5487853574018921D-04     6.3820734716605551D-06     5.2452319996742620D-05     1.7679572183975825D-01     2.2761686983651392D-08     8.2113135713258458D-01     1.6856345855063743D-05     1.2231859213413462D-03     2.5733838508261888D-05     2.0616156487931593D-04     9.4403532751410956D-05     2.5751234175968580D-04     2.4904472087510636D-04 
  718    -1.7467433924544431D+00     1.6740498707132072D+01     2.5346936137643520D+01     2.7002604139843855D+39     1.1551556465781398D-04     6.3830453823422406D-06     5.1486108900718567D-05     1.7679356837515736D-01     2.2750150647202826D-08     8.2113349896917853D-01     1.6786715455405889D-05     1.2232669174520662D-03     2.5734112340452495D-05     2.0616156487931593D-04     9.4403532751410903D-05     2.5751234175968571D-04     2.4904472087510600D-04 
  719    -1.7300265086295059D+00     1.6745920844156277D+01     2.5344618145172059D+01     2.7002654612056815D+39     1.2080460853264025D-04     6.3837827329828211D-06     5.0314561681650777D-05     1.7679173227466455D-01     2.2730859977750372D-08     8.2113532461472384D-01     1.6724051387661091D-05     1.2233398155879855D-03     2.5734352510135161D-05     2.0616156487931576D-04     9.4403532751410903D-05     2.5751234175968518D-04     2.4904472087510596D-04 
  720    -1.7157454262752218D+00     1.6750534030358704D+01     2.5342217273380178D+01     2.7002707213160643D+39     8.2734548356387556D-05     6.3845095102313385D-06     5.0037427942224761D-05     1.7679017865888684D-01     2.2706988058249568D-08     8.2113686892016701D-01     1.6668203897158539D-05     1.2234047882984635D-03     2.5734561496776393D-05     2.0616156487931571D-04     9.4403532751410761D-05     2.5751234175968504D-04     2.4904472087510560D-04 
  721    -1.7056122891795258D+00     1.6753813756504749D+01     2.5340586487029401D+01     2.7002743110036364D+39     6.3253447962516995D-05     6.3849604338860794D-06     4.8510460729410409D-05     1.7678918536293219D-01     2.2687502384149529D-08     8.2113785599421849D-01     1.6630858928246379D-05     1.2234482376698538D-03     2.5734698483071665D-05     2.0616156487931567D-04     9.4403532751410779D-05     2.5751234175968504D-04     2.4904472087510560D-04 
  722    -1.6990172327786523D+00     1.6755946145437780D+01     2.5339346938184768D+01     2.7002770501798045D+39     3.2273293639777898D-05     6.3852800347416787D-06     4.7925967771835367D-05     1.7678845172970385D-01     2.2670586824486909D-08     8.2113858487402495D-01     1.6602314728066708D-05     1.2234814490374081D-03     2.5734801653258774D-05     2.0616156487931580D-04     9.4403532751410885D-05     2.5751234175968553D-04     2.4904472087510600D-04 
  723    -1.6945771248487499D+00     1.6757386144657930D+01     2.5338716885806054D+01     2.7002784448996370D+39     3.2472199475150311D-05     6.3854345584941318D-06     4.7453685607878437D-05     1.7678798194829072D-01     2.2658933615248630D-08     8.2113905155803621D-01     1.6583710738090888D-05     1.2235030953373677D-03     2.5734868398378667D-05     2.0616156487931567D-04     9.4403532751410850D-05     2.5751234175968549D-04     2.4904472087510587D-04 
  724    -1.6878915001392655D+00     1.6759561342379458D+01     2.5338084562598552D+01     2.7002798466862834D+39     6.5690305886070952D-05     6.3855821824005447D-06     4.7250571834574870D-05     1.7678741090858274D-01     2.2643764295693427D-08     8.2113961876666863D-01     1.6560695084034390D-05     1.2235298752627628D-03     2.5734950372195579D-05     2.0616156487931571D-04     9.4403532751410903D-05     2.5751234175968580D-04     2.4904472087510614D-04 
  725    -1.6789048065324894D+00     1.6762476319343154D+01     2.5336810276294725D+01     2.7002826793714360D+39     6.6690281910966913D-05     6.3858900074893423D-06     4.6732810579827965D-05     1.7678658909597202D-01     2.2619292725582123D-08     8.2114043489951988D-01     1.6526560246914829D-05     1.2235695942244357D-03     2.5735070478555921D-05     2.0616156487931571D-04     9.4403532751410921D-05     2.5751234175968549D-04     2.4904472087510614D-04 
  726    -1.6720969761673199D+00     1.6764677634857488D+01     2.5335523230600114D+01     2.7002855484757453D+39     3.3917019512763459D-05     6.3862369322421503D-06     4.6369888972635351D-05     1.7678585494427205D-01     2.2595020753793040D-08     8.2114116382697410D-01     1.6495151478057592D-05     1.2236061422676736D-03     2.5735179721658636D-05     2.0616156487931558D-04     9.4403532751410921D-05     2.5751234175968500D-04     2.4904472087510574D-04 
  727    -1.6675215108414505D+00     1.6766161777368589D+01     2.5334871218170613D+01     2.7002870046146014D+39     3.4168566734659182D-05     6.3864302336003913D-06     4.5943751052939054D-05     1.7678537958307572D-01     2.2578402936740751D-08     8.2114163574650298D-01     1.6474455648997432D-05     1.2236302248774639D-03     2.5735251226423381D-05     2.0616156487931571D-04     9.4403532751410885D-05     2.5751234175968495D-04     2.4904472087510547D-04 
  728    -1.6606362027618677D+00     1.6768402482355780D+01     2.5334216085308707D+01     2.7002884700428118D+39     6.9014331751352333D-05     6.3866427869345150D-06     4.5731031859434203D-05     1.7678479418736658D-01     2.2556772069457005D-08     8.2114221682683652D-01     1.6448500717843201D-05     1.2236604277478222D-03     2.5735340293524853D-05     2.0616156487931580D-04     9.4403532751410939D-05     2.5751234175968500D-04     2.4904472087510551D-04 
  729    -1.6536838965605178D+00     1.6770650622657656D+01     2.5332898020184155D+01     2.7002914277193341D+39     3.5144328091938312D-05     6.3871141357260858D-06     4.5291387657787467D-05     1.7678408105929865D-01     2.2527713844989252D-08     8.2114292452652932D-01     1.6415839547687158D-05     1.2236984355839286D-03     2.5735451060989844D-05     2.0616156487931571D-04     9.4403532751410939D-05     2.5751234175968500D-04     2.4904472087510551D-04 
  730    -1.6490060616056069D+00     1.6772168139334489D+01     2.5332229479492616D+01     2.7002929297968965D+39     3.5433753741674465D-05     6.3873585332787783D-06     4.4949106022771898D-05     1.7678361607744021D-01     2.2507800101796044D-08     8.2114338590571449D-01     1.6394159051047010D-05     1.2237236655991048D-03     2.5735524129495570D-05     2.0616156487931571D-04     9.4403532751410903D-05     2.5751234175968518D-04     2.4904472087510556D-04 
  731    -1.6419713933006505D+00     1.6774457841609640D+01     2.5331557228188632D+01     2.7002944429039246D+39     7.1469774152083385D-05     6.3875962597265933D-06     4.4730987409398190D-05     1.7678303376540112D-01     2.2481603602053521D-08     8.2114396362329458D-01     1.6366504852284695D-05     1.2237558478350694D-03     2.5735616747955987D-05     2.0616156487931558D-04     9.4403532751410850D-05     2.5751234175968469D-04     2.4904472087510511D-04 
  732    -1.6346093278271684D+00     1.6776839473888712D+01     2.5330206713620078D+01     2.7002974919298718D+39     4.0423606866226124D-05     6.3880935397869142D-06     4.4350241935771235D-05     1.7678231949404279D-01     2.2446479455714385D-08     8.2114467207104855D-01     1.6331439912577705D-05     1.2237966553432761D-03     2.5735732907877815D-05     2.0616156487931585D-04     9.4403532751410974D-05     2.5751234175968482D-04     2.4904472087510511D-04 
  733    -1.6293010953793622D+00     1.6778561717479347D+01     2.5329446054405906D+01     2.7002992120407185D+39     4.0835351368841923D-05     6.3883968836106861D-06     4.3927809307648955D-05     1.7678181694188854D-01     2.2420511483503000D-08     8.2114517044514787D-01     1.6306278114499455D-05     1.2238259383250609D-03     2.5735815746886854D-05     2.0616156487931593D-04     9.4403532751410956D-05     2.5751234175968433D-04     2.4904472087510476D-04 
  734    -1.6213105198821904D+00     1.6781164068157976D+01     2.5328679962952471D+01     2.7003009477623689D+39     8.2487144415699891D-05     6.3886914103307095D-06     4.3679585198353940D-05     1.7678118246948266D-01     2.2386069144213300D-08     8.2114579953598596D-01     1.6273861854023580D-05     1.2238636645283842D-03     2.5735921814315436D-05     2.0616156487931585D-04     9.4403532751411063D-05     2.5751234175968424D-04     2.4904472087510449D-04 
  735    -1.6132357554576399D+00     1.6783774537017885D+01     2.5327139459598946D+01     2.7003044492730974D+39     4.2093977841444623D-05     6.3892709898710071D-06     4.3205630807479815D-05     1.7678042375475778D-01     2.2340900946120361D-08     8.2114655157293174D-01     1.6233622126022451D-05     1.2239104969549474D-03     2.5736052062998773D-05     2.0616156487931567D-04     9.4403532751410956D-05     2.5751234175968353D-04     2.4904472087510365D-04 
  736    -1.6077949243313307D+00     1.6785540066368236D+01     2.5326356925751505D+01     2.7003062314046468D+39     4.2537822506727867D-05     6.3895935266158652D-06     4.2836659672178161D-05     1.7677992090752150D-01     2.2309575619885442D-08     8.2114704990815194D-01     1.6206427914526195D-05     1.2239421469481590D-03     2.5736139622648921D-05     2.0616156487931589D-04     9.4403532751411063D-05     2.5751234175968336D-04     2.4904472087510352D-04 
  737    -1.6023224582505615D+00     1.6787315930121227D+01     2.5325568576185828D+01     2.7003080309443663D+39     4.2932854906819208D-05     6.3899187393812688D-06     4.2600012070693349D-05     1.7677942341618568D-01     2.2277190412927603D-08     8.2114754284867288D-01     1.6178994780114717D-05     1.2239740753975694D-03     2.5736227507984907D-05     2.0616156487931585D-04     9.4403532751411063D-05     2.5751234175968336D-04     2.4904472087510360D-04 
  738    -1.5968194607344344D+00     1.6789101786438578D+01     2.5324775368386132D+01     2.7003098446687592D+39     4.3367206351881133D-05     6.3902080517844570D-06     4.2267170297023106D-05     1.7677892548148737D-01     2.2243382863170677D-08     8.2114803614134288D-01     1.6151006839311435D-05     1.2240066499324220D-03     2.5736316749587313D-05     2.0616156487931580D-04     9.4403532751411010D-05     2.5751234175968327D-04     2.4904472087510360D-04 
  739    -1.5874465148671466D+00     1.6792160246088103D+01     2.5323976627726669D+01     2.7003116737419565D+39     1.0512638365278210D-04     6.3904685270862149D-06     4.2015600423098353D-05     1.7677821819574681D-01     2.2193375029346511D-08     8.2114873670810730D-01     1.6110489587887952D-05     1.2240538075447802D-03     2.5736445372457588D-05     2.0616156487931576D-04     9.4403532751410885D-05     2.5751234175968251D-04     2.4904472087510280D-04 
  740    -1.5773974781769055D+00     1.6795407097638472D+01     2.5322050611363562D+01     2.7003160990097558D+39     5.3878428352334744D-05     6.3910740371039471D-06     4.1443277329240109D-05     1.7677735250947190D-01     2.2125923700740877D-08     8.2114959380267258D-01     1.6058657052301763D-05     1.2241141362326721D-03     2.5736608381060426D-05     2.0616156487931580D-04     9.4403532751411027D-05     2.5751234175968300D-04     2.4904472087510303D-04 
  741    -1.5706177514141154D+00     1.6797607810684604D+01     2.5321069104243356D+01     2.7003183606012384D+39     5.4488994250757638D-05     6.3913652145185801D-06     4.1002879829774379D-05     1.7677677912969804D-01     2.2079138776629951D-08     8.2115016136704372D-01     1.6023566458799987D-05     1.2241549790979646D-03     2.5736718297141467D-05     2.0616156487931580D-04     9.4403532751411045D-05     2.5751234175968256D-04     2.4904472087510307D-04 
  742    -1.5637923524509886D+00     1.6799823502935220D+01     2.5320080263176940D+01     2.7003206450246768D+39     5.5162393820812507D-05     6.3916350288642753D-06     4.0697277349437008D-05     1.7677621254820678D-01     2.2030787471534778D-08     8.2115072207758590D-01     1.5988133679351392D-05     1.2241962205831600D-03     2.5736828891817520D-05     2.0616156487931580D-04     9.4403532751411081D-05     2.5751234175968278D-04     2.4904472087510289D-04 
  743    -1.5569200627692090D+00     1.6802054554462033D+01     2.5319083044570103D+01     2.7003229537438269D+39     5.5805425751850670D-05     6.3918921648502857D-06     4.0366838403361526D-05     1.7677564968144469D-01     2.1980640460112592D-08     8.2115127898937423D-01     1.5952186908633190D-05     1.2242380606145910D-03     2.5736940751741266D-05     2.0616156487931562D-04     9.4403532751410992D-05     2.5751234175968256D-04     2.4904472087510276D-04 
  744    -1.5499984831248450D+00     1.6804301767854488D+01     2.5318078097035376D+01     2.7003252855380348D+39     5.6532743286632927D-05     6.3921462983529213D-06     4.0014482447326891D-05     1.7677508982087324D-01     2.1928682358979338D-08     8.2115183280781707D-01     1.5915707355233729D-05     1.2242805210171203D-03     2.5737053989519682D-05     2.0616156487931580D-04     9.4403532751411063D-05     2.5751234175968273D-04     2.4904472087510289D-04 
  745    -1.5447672004722782D+00     1.6805996151824020D+01     2.5317064007498366D+01     2.7003276439447096D+39     2.8577423284516454D-05     6.3924010443314935D-06     4.0442754403335463D-05     1.7677466199200830D-01     2.1887376984717681D-08     8.2115225592933906D-01     1.5887281533476032D-05     1.2243136074194731D-03     2.5737142057063988D-05     2.0616156487931576D-04     9.4403532751411063D-05     2.5751234175968265D-04     2.4904472087510276D-04 
  746    -1.5412615590382290D+00     1.6807134387741980D+01     2.5316552889586838D+01     2.7003288346273399D+39     2.8759703698620931D-05     6.3925261932519408D-06     3.9506559670348661D-05     1.7677437428275750D-01     2.1859041478672547D-08     8.2115254044176246D-01     1.5867975387838228D-05     1.2243360789600610D-03     2.5737201825083584D-05     2.0616156487931571D-04     9.4403532751411081D-05     2.5751234175968242D-04     2.4904472087510280D-04 
  747    -1.5359938996979021D+00     1.6808848989241940D+01     2.5316039523292706D+01     2.7003300320183125D+39     5.7858102388383096D-05     6.3926537779353660D-06     3.9347363589195927D-05     1.7677395616837561D-01     2.1817023759892908D-08     8.2115295386359772D-01     1.5839633768634180D-05     1.2243690674579619D-03     2.5737289510538734D-05     2.0616156487931562D-04     9.4403532751411010D-05     2.5751234175968225D-04     2.4904472087510245D-04 
  748    -1.5289328346983390D+00     1.6811141902180493D+01     2.5315009790547797D+01     2.7003324379995654D+39     5.8539586052389109D-05     6.3929109561299979D-06     3.9026281737038051D-05     1.7677339687433781D-01     2.1758406269136050D-08     8.2115350674821740D-01     1.5800915301715394D-05     1.2244141342726080D-03     2.5737409198491549D-05     2.0616156487931558D-04     9.4403532751411010D-05     2.5751234175968185D-04     2.4904472087510218D-04 
  749    -1.5218241844115231D+00     1.6813450407889507D+01     2.5313972046523924D+01     2.7003348680951035D+39     5.9257753189800670D-05     6.3931689099968700D-06     3.8708203127488998D-05     1.7677283689452297D-01     2.1697302394700281D-08     8.2115406017971217D-01     1.5761350417570277D-05     1.2244601863145891D-03     2.5737531464664362D-05     2.0616156487931593D-04     9.4403532751411116D-05     2.5751234175968225D-04     2.4904472087510276D-04 
  750    -1.5146898172998703D+00     1.6815767320164274D+01     2.5312925746687624D+01     2.7003373240821373D+39     5.9585266991433840D-05     6.3934304858720878D-06     3.8376309562983298D-05     1.7677227849934609D-01     2.1634269047932104D-08     8.2115461193268544D-01     1.5721211997902826D-05     1.2245069058907949D-03     2.5737655545195390D-05     2.0616156487931585D-04     9.4403532751411081D-05     2.5751234175968202D-04     2.4904472087510236D-04 
  751    -1.5075730946866627D+00     1.6818078567591348D+01     2.5311877856696876D+01     2.7003397905339916D+39     5.9585266991430367D-05     6.3936910863859885D-06     3.8056073135404716D-05     1.7677172692518723D-01     2.1570039166839007D-08     8.2115515684229798D-01     1.5680932743048989D-05     1.2245537892873259D-03     2.5737780179704534D-05     2.0616156487931571D-04     9.4403532751411045D-05     2.5751234175968185D-04     2.4904472087510218D-04 
  752    -1.5004934579069104D+00     1.6820377893642723D+01     2.5310834128280554D+01     2.7003422530897749D+39     5.9585266991430367D-05     6.3939635142699504D-06     3.7741510640409234D-05     1.7677118124825170D-01     2.1504537417648248D-08     8.2115569582461933D-01     1.5640466012136268D-05     1.2246008907291172D-03     2.5737905584743225D-05     2.0616156487931593D-04     9.4403532751411081D-05     2.5751234175968233D-04     2.4904472087510267D-04 
  753    -1.4934504766748936D+00     1.6822665431732302D+01     2.5309794519270525D+01     2.7003447118422099D+39     5.9585266991440777D-05     6.3942534663153685D-06     3.7414339611915594D-05     1.7677064076683808D-01     2.1437723825801215D-08     8.2115622957669831D-01     1.5599783768942239D-05     1.2246482427869169D-03     2.5738031918327504D-05     2.0616156487931593D-04     9.4403532751411134D-05     2.5751234175968225D-04     2.4904472087510258D-04 
  754    -1.4864437294817496D+00     1.6824941313151667D+01     2.5308758988183517D+01     2.7003471668454945D+39     5.9585266991437313D-05     6.3945553193503368D-06     3.7086416741840424D-05     1.7677010443134171D-01     2.1369535091079376D-08     8.2115675914014261D-01     1.5558837818097119D-05     1.2246959014951599D-03     2.5738159401723068D-05     2.0616156487931585D-04     9.4403532751411134D-05     2.5751234175968225D-04     2.4904472087510258D-04 
  755    -1.4783256178428576D+00     1.6827582561331089D+01     2.5307727494204712D+01     2.7003496181542190D+39     7.9447022655258994D-05     6.3948651018954603D-06     3.6774487909546462D-05     1.7676948320723799D-01     2.1288423926618516D-08     8.2115737241585193D-01     1.5510773216126613D-05     1.2247518454880759D-03     2.5738309516418773D-05     2.0616156487931611D-04     9.4403532751411241D-05     2.5751234175968251D-04     2.4904472087510285D-04 
  756    -1.4690937606312257D+00     1.6830581469929652D+01     2.5306358367898802D+01     2.7003528814059896D+39     7.9447022655258994D-05     6.3953049137442787D-06     3.6368155230839720D-05     1.7676877852859885D-01     2.1193307221283075D-08     8.2115806792921244D-01     1.5455341135542452D-05     1.2248163639775142D-03     2.5738483502887183D-05     2.0616156487931580D-04     9.4403532751411098D-05     2.5751234175968207D-04     2.4904472087510240D-04 
  757    -1.4621918342206623D+00     1.6832816530499896D+01     2.5304996254022666D+01     2.7003561384590106D+39     3.9723511327681539D-05     6.3957954279389692D-06     3.6001858354856288D-05     1.7676825374225408D-01     2.1120228991365954D-08     8.2115858578528353D-01     1.5413420135553583D-05     1.2248651559638941D-03     2.5738615868128134D-05     2.0616156487931598D-04     9.4403532751411205D-05     2.5751234175968256D-04     2.4904472087510289D-04 
  758    -1.4576222860814742D+00     1.6834301085700693D+01     2.5304317807710319D+01     2.7003577643287091D+39     3.9723511327681539D-05     6.3960652651460554D-06     3.5768799626747291D-05     1.7676790413958012D-01     2.1070813893531465D-08     8.2115893073763626D-01     1.5385288444814171D-05     1.2248978982675411D-03     2.5738704991714280D-05     2.0616156487931598D-04     9.4403532751411223D-05     2.5751234175968251D-04     2.4904472087510285D-04 
  759    -1.4508148487595320D+00     1.6836519756356986D+01     2.5303641080290373D+01     2.7003593886857188D+39     7.9447022655345733D-05     6.3963231454884832D-06     3.5572699565350962D-05     1.7676738067634689D-01     2.0995764542484618D-08     8.2115944718983016D-01     1.5342872871647436D-05     1.2249472650776014D-03     2.5738839843745875D-05     2.0616156487931593D-04     9.4403532751411187D-05     2.5751234175968225D-04     2.4904472087510258D-04 
  760    -1.4417660507440630D+00     1.6839459710599480D+01     2.5302292718792420D+01     2.7003626336078432D+39     7.9447022655248584D-05     6.3969070759898354D-06     3.5186698484278515D-05     1.7676668583260171D-01     2.0893549118797514D-08     8.2116013261039046D-01     1.5285857189326012D-05     1.2250136235283686D-03     2.5739022475630304D-05     2.0616156487931593D-04     9.4403532751411169D-05     2.5751234175968189D-04     2.4904472087510227D-04 
  761    -1.4327766068511005D+00     1.6842380571883626D+01     2.5300951100819473D+01     2.7003658726175983D+39     7.9447022655248584D-05     6.3972771351231827D-06     3.8116767996803417D-05     1.7676605094935895D-01     2.0798038425998259D-08     8.2116075878796301D-01     1.5233177454089757D-05     1.2250749343177445D-03     2.5739192602249358D-05     2.0616156487931593D-04     9.4403532751411134D-05     2.5751234175968193D-04     2.4904472087510232D-04 
  762    -1.4238455530254974D+00     1.6845282609204672D+01     2.5299616140245655D+01     2.7003691058433987D+39     7.9447022655272876D-05     6.3973233807692837D-06     3.4683883821473875D-05     1.7676537152356257D-01     2.0693498718142837D-08     8.2116142880484144D-01     1.5176235595785573D-05     1.2251412040827185D-03     2.5739378153309444D-05     2.0616156487931607D-04     9.4403532751411152D-05     2.5751234175968242D-04     2.4904472087510280D-04 
  763    -1.4171675917532622D+00     1.6847445995978047D+01     2.5298287752834984D+01     2.7003723333115328D+39     3.9723511327643375D-05     6.3973696645398936D-06     3.4840733618812089D-05     1.7676487006371024D-01     2.0614753717602356D-08     8.2116192325851411D-01     1.5133830493954542D-05     1.2251905545676295D-03     2.5739517694754359D-05     2.0616156487931585D-04     9.4403532751411116D-05     2.5751234175968207D-04     2.4904472087510240D-04 
  764    -1.4127452640372641D+00     1.6848883142135373D+01     2.5297626006986226D+01     2.7003739445514831D+39     3.9723511327638171D-05     6.3976011645392416D-06     3.4142721901368413D-05     1.7676453249092627D-01     2.0561229835960679D-08     8.2116225609563748D-01     1.5105166355983463D-05     1.2252239130732556D-03     2.5739612511504628D-05     2.0616156487931589D-04     9.4403532751411134D-05     2.5751234175968185D-04     2.4904472087510218D-04 
  765    -1.4061556169905444D+00     1.6851031252740766D+01     2.5296965873504211D+01     2.7003755543462082D+39     7.9447022655239916D-05     6.3979966946128783D-06     3.3961501759463392D-05     1.7676402779716619D-01     2.0480468311996724D-08     8.2116275368209556D-01     1.5062145065364449D-05     1.2252739793485094D-03     2.5739755590441242D-05     2.0616156487931571D-04     9.4403532751411045D-05     2.5751234175968202D-04     2.4904472087510236D-04 
  766    -1.3973952612614501D+00     1.6853878375624271D+01     2.5295650386081764D+01     2.7003787702639052D+39     7.9447022655241648D-05     6.3987107745921658D-06     3.3604443475107932D-05     1.7676335956678936D-01     2.0371695675649119D-08     8.2116341243664958D-01     1.5004781916655711D-05     1.2253407341327100D-03     2.5739948550479847D-05     2.0616156487931585D-04     9.4403532751411098D-05     2.5751234175968216D-04     2.4904472087510254D-04 
  767    -1.3886903310174820D+00     1.6856707694694814D+01     2.5294341228479773D+01     2.7003819804282702D+39     7.9447022655331851D-05     6.3994189633747460D-06     3.3252621690875914D-05     1.7676269542975092D-01     2.0261897500877430D-08     8.2116406709938658D-01     1.4947423492434830D-05     1.2254074813629622D-03     2.5740143843768756D-05     2.0616156487931589D-04     9.4403532751411081D-05     2.5751234175968202D-04     2.4904472087510236D-04 
  768    -1.3800401104331079D+00     1.6859519451800362D+01     2.5293038322616325D+01     2.7003851848079074D+39     7.9447022655335324D-05     6.4000646891922619D-06     3.2906473012351757D-05     1.7676203453665797D-01     2.0151085643968182D-08     8.2116471851686743D-01     1.4890053034110497D-05     1.2254742403986051D-03     2.5740341690411607D-05     2.0616156487931593D-04     9.4403532751411187D-05     2.5751234175968189D-04     2.4904472087510227D-04 
  769    -1.3714438911751869D+00     1.6862313883635382D+01     2.5291741591865615D+01     2.7003883833828781D+39     7.9447022655272876D-05     6.4006464245857923D-06     3.2565930410611358D-05     1.7676137617800014D-01     2.0039284209120045D-08     8.2116536739737906D-01     1.4832663490652569D-05     1.2255410192987690D-03     2.5740542281609020D-05     2.0616156487931580D-04     9.4403532751411134D-05     2.5751234175968193D-04     2.4904472087510232D-04 
  770    -1.3629009748496141D+00     1.6865091222211647D+01     2.5290450961029709D+01     2.7003915761422097D+39     7.9447022655269403D-05     6.4011937610731628D-06     3.2230947556009907D-05     1.7676071984668566D-01     1.9926540992003365D-08     8.2116601424927413D-01     1.4775262831221890D-05     1.2256078086370394D-03     2.5740745765114239D-05     2.0616156487931562D-04     9.4403532751411010D-05     2.5751234175968189D-04     2.4904472087510227D-04 
  771    -1.3544106696267959D+00     1.6867851694658256D+01     2.5289166356307628D+01     2.7003947631373859D+39     7.9447022655279813D-05     6.4016903578974240D-06     3.1901371653913015D-05     1.7676006514614773D-01     1.9812912497364361D-08     8.2116665947158615D-01     1.4717866290063330D-05     1.2256745905247798D-03     2.5740952272996269D-05     2.0616156487931571D-04     9.4403532751411045D-05     2.5751234175968193D-04     2.4904472087510232D-04 
  772    -1.3480611337609900D+00     1.6869910272073918D+01     2.5287887705269311D+01     2.7003979444325336D+39     3.9723511327638171D-05     6.4021366799371577D-06     3.1577099198669627D-05     1.7675957529279441D-01     1.9727105759007628D-08     8.2116714222233380D-01     1.4674853482123402D-05     1.2257246345645558D-03     2.5741109453654908D-05     2.0616156487931580D-04     9.4403532751411045D-05     2.5751234175968185D-04     2.4904472087510218D-04 
  773    -1.3438548878737406D+00     1.6871278066260202D+01     2.5287250597829253D+01     2.7003995326910743D+39     3.9723511327638171D-05     6.4023581667497255D-06     3.1416498184166568D-05     1.7675924896888995D-01     1.9669699898203720D-08     8.2116746381249647D-01     1.4646185655041445D-05     1.2257579879336475D-03     2.5741215059470268D-05     2.0616156487931580D-04     9.4403532751411098D-05     2.5751234175968207D-04     2.4904472087510240D-04 
  774    -1.3375851302774539D+00     1.6873322921314121D+01     2.5286614952219008D+01     2.7004011195547708D+39     7.9447022655262466D-05     6.4025852347770753D-06     3.1257538272183986D-05     1.7675875995124381D-01     1.9583326694856786D-08     8.2116794573438465D-01     1.4603212360298978D-05     1.2258079837495745D-03     2.5741374669541277D-05     2.0616156487931580D-04     9.4403532751411134D-05     2.5751234175968180D-04     2.4904472087510214D-04 
